@relation train

@attribute x numeric
@attribute y numeric
@attribute color {B,W}

@data
0.360241,1.74742,B
0.426904,1.007155,B
0.951272,1.300766,B
1.207341,1.998788,W
0.609115,1.64336,B
0.798469,0.200389,W
1.641303,1.641045,W
1.739377,1.416576,W
0.091381,1.061116,B
1.824532,0.95434,B
1.661509,0.131575,B
1.980807,0.609858,B
1.451726,0.778771,B
1.386332,0.0644,B
1.819408,0.608085,B
1.56478,0.879452,B
1.579446,0.294024,B
0.027646,0.584523,W
1.251706,0.258684,B
0.228758,1.963583,B
0.024016,1.414555,B
0.248152,0.492008,W
0.732264,0.274216,W
0.403368,1.28871,B
0.25622,1.122777,B
1.845388,1.620089,W
0.50247,1.294425,B
1.972655,0.355502,B
1.936709,1.186722,W
1.079877,1.489147,W
0.727722,1.571931,B
0.396347,1.399321,B
1.059459,1.221565,W
1.659516,1.343752,W
0.251427,0.036969,W
1.755579,1.484385,W
0.133969,0.11936,W
0.557155,0.033523,W
1.539989,0.469753,B
1.604681,1.907476,W
1.871118,0.230566,B
0.582052,1.839065,B
1.703232,1.779974,W
1.558116,0.839201,B
0.014361,1.875119,B
1.388756,1.742922,W
1.596639,0.616166,B
1.126101,0.853569,B
0.656478,1.649571,B
1.067015,1.832555,W
1.973256,0.19334,B
0.505735,0.734957,W
0.016168,0.85209,W
1.366064,1.530961,W
1.392874,1.822792,W
0.736546,0.968623,W
0.812926,1.140546,B
1.778649,0.533372,B
1.872938,0.759462,B
0.644555,0.892414,W
1.016521,0.727439,B
0.1299,1.672872,B
0.869179,0.426986,W
0.931559,1.911288,B
0.350433,0.961235,W
0.445368,1.720436,B
1.724429,0.717258,B
0.747943,0.881513,W
1.801534,0.876629,B
0.332611,0.249636,W
0.299398,0.559878,W
0.426562,0.718867,W
0.197328,0.658783,W
0.213828,1.174864,B
0.234914,1.971865,B
1.62546,1.448902,W
1.991234,0.330854,B
0.354895,1.31077,B
0.261411,1.833785,B
1.414064,0.410996,B
0.437801,1.761119,B
1.614465,0.511019,B
0.548138,1.769429,B
1.348456,0.564895,B
0.117807,0.170535,W
1.874995,0.003141,B
0.329573,1.82635,B
1.807011,0.453395,B
0.397949,1.961438,B
1.09257,1.485615,W
1.869802,1.182195,W
0.907329,1.068655,B
0.916101,1.755746,B
0.046378,0.12695,W
0.207995,0.784145,W
0.043653,0.187872,W
0.198655,1.96586,B
1.039535,0.051355,B
0.401234,0.756914,W
0.726334,1.029413,B
0.927613,0.883404,W
1.809848,0.111327,B
0.102173,0.167639,W
