x,y,color
0.337930,1.047160,B
0.926357,1.132957,B
1.247057,1.584510,W
0.387010,1.617487,B
0.674028,0.395347,W
0.350622,0.395742,W
0.114088,1.797092,B
1.137165,1.007338,W
0.386125,0.743165,W
0.129887,0.239484,W
1.978751,0.229789,B
1.457217,1.967127,W
1.382043,1.794122,W
0.581418,0.785013,W
0.326025,1.973357,B
0.907963,0.843261,W
0.038912,0.520433,W
0.341227,1.999253,B
1.417121,1.236607,W
0.449963,1.127260,B
0.298536,0.747911,W
1.952176,0.002523,B
1.889678,1.209743,W
0.455954,0.217197,W
0.110316,0.665296,W
0.038859,0.693013,W
0.765280,0.796818,W
0.470843,0.555615,W
0.497902,0.804093,W
1.251493,0.281130,B
1.496471,1.943801,W
0.334401,1.277470,B
0.331665,1.585920,B
0.354012,0.964166,W
0.134973,1.524743,B
1.659293,1.679920,W
0.860340,0.333574,W
1.041712,1.321566,W
0.136423,1.693406,B
0.212574,1.245638,B
1.484496,1.840894,W
1.788124,0.048330,B
1.882845,0.617393,B
0.506121,0.789206,W
1.801967,1.236392,W
0.135969,0.567415,W
1.672268,0.340437,B
1.128010,0.774274,B
1.029538,1.441970,W
1.398692,1.184955,W
0.871013,1.501667,B
1.452847,1.852931,W
1.755336,0.729598,B
1.658203,1.306749,W
0.111837,1.602166,B
1.599861,1.300934,W
0.392811,0.389054,W
0.882473,1.992573,B
1.808886,1.433327,W
1.005349,1.615404,W
0.315428,0.392812,W
1.990963,1.709215,W
1.174310,1.791917,W
1.622935,0.057335,B
1.686398,0.745886,B
0.652435,0.341706,W
1.774396,0.762353,B
1.598918,1.254474,W
1.853233,0.879198,B
0.260951,1.766071,B
0.854925,1.626135,B
0.193951,1.279563,B
1.415024,0.914276,B
0.020069,0.921856,W
1.574436,1.739931,W
1.719613,0.367196,B
0.383318,1.010286,B
0.308278,1.002121,B
0.144856,0.734604,W
1.985524,0.074283,B
0.700951,1.726398,B
1.159904,0.401286,B
1.612915,0.694149,B
0.293898,1.635604,B
0.561495,1.510895,B
0.609350,1.476166,B
0.434927,1.103669,B
1.876504,0.227485,B
1.918652,1.199079,W
1.484439,1.380596,W
0.456163,1.475504,B
1.022119,0.978948,B
1.673240,0.935264,B
1.673648,1.336945,W
0.514499,0.214948,W
0.181142,0.207653,W
1.889097,1.486570,W
1.578840,1.537636,W
0.172754,1.074510,B
1.379101,1.491534,W
0.239794,1.696179,B
0.234636,1.329812,B
1.342813,0.657179,B
1.538402,0.158252,B
1.997527,1.078311,W
0.850966,0.906670,W
0.739854,1.831448,B
0.926342,1.888383,B
1.280757,1.756558,W
1.043369,0.816742,B
0.502202,1.620408,B
1.129694,1.005722,W
0.348529,0.268891,W
0.785878,1.799287,B
0.375871,0.174398,W
1.049830,1.752304,W
1.733031,0.242492,B
0.183640,1.908797,B
0.972696,1.103530,B
0.063694,1.109600,B
1.671910,0.761308,B
1.345411,1.574415,W
1.160585,0.997521,B
0.515591,0.113049,W
0.061571,0.512200,W
1.727395,1.202115,W
0.040133,1.278563,B
1.531666,0.704088,B
1.605295,0.849334,B
0.906534,0.776603,W
1.675213,1.868539,W
1.629710,0.123486,B
1.746620,1.240004,W
1.045738,0.590633,B
1.059008,0.219613,B
1.013864,0.837851,B
1.402264,0.823638,B
0.023887,0.497581,W
0.743010,0.842420,W
1.760858,1.761597,W
0.039621,0.116856,W
0.643439,0.369066,W
0.330864,1.944884,B
0.350781,0.482846,W
0.902458,0.828812,W
0.842538,1.272910,B
1.580906,0.945043,B
1.735076,0.802272,B
0.280021,0.187558,W
0.431238,0.484466,W
1.374754,0.970433,B
0.146361,0.055988,W
0.960626,1.671534,B
1.772566,0.610951,B
0.468889,0.861715,W
1.557386,1.304447,W
1.617717,1.443799,W
0.710270,1.600285,B
1.275387,1.136224,W
1.430225,1.803822,W
1.846916,1.775484,W
0.963267,0.146098,W
0.262435,0.935334,W
1.271601,0.368891,B
1.966419,0.966715,B
0.023139,1.867423,B
0.435216,1.059191,B
0.174013,0.234320,W
1.148848,1.121739,W
0.984478,1.398501,B
0.303685,1.298838,B
0.499637,0.450798,W
1.248614,0.546007,B
1.971387,1.012170,W
1.808213,1.180488,W
1.457832,0.729757,B
1.793243,0.806943,B
1.601648,0.329032,B
1.192682,1.233714,W
1.778700,0.782214,B
1.881593,1.958362,W
0.584582,0.698163,W
0.106939,0.865951,W
0.540920,1.633584,B
0.523278,0.960203,W
0.322634,0.173496,W
1.896074,1.932912,W
1.339371,0.270707,B
0.725295,1.167807,B
0.827313,0.174618,W
1.932958,0.562096,B
1.785438,1.401130,W
1.584106,0.769801,B
0.843031,0.548361,W
0.999724,0.865110,W
0.442111,0.735383,W
0.258364,0.704208,W
0.983551,1.445447,B
1.011640,1.697813,W
0.547090,1.236995,B
1.131010,0.409736,B
0.067521,1.154140,B
0.439077,0.802847,W
1.655462,0.571201,B
0.352117,1.405884,B
0.724535,0.052258,W
1.721013,0.641986,B
0.966015,1.142910,B
0.420051,0.105152,W
0.477001,1.394841,B
1.588420,0.322446,B
0.784963,1.056250,B
0.063666,1.075087,B
0.360922,0.375208,W
1.734838,1.410031,W
0.390136,0.594979,W
0.539207,0.795657,W
0.108413,0.762040,W
0.307036,1.592152,B
1.356159,0.247980,B
1.178805,1.966516,W
1.774102,0.315322,B
0.046715,1.820342,B
1.948684,1.628944,W
0.429820,1.808204,B
1.463884,1.171422,W
1.965859,1.664583,W
