10,2,0,5,10,2,0,5,3
10,0,0,5,10,0,0,5,0
10,3,1,5,10,3,1,5,1
10,0,0,5,10,0,0,5,1
10,0,4,5,10,0,4,5,0
10,4,0,5,10,4,0,5,2
10,1,0,5,10,1,0,5,2
10,3,4,5,10,3,4,5,0
10,2,8,5,10,2,8,5,0
10,5,2,5,10,5,2,5,2
10,6,1,5,10,6,1,5,1
10,4,0,5,10,4,0,5,2
10,4,7,5,10,4,7,5,3
10,0,6,5,10,0,6,5,2
10,2,0,5,10,2,0,5,2
10,2,0,5,10,2,0,5,0
10,3,0,5,10,3,0,5,3
10,0,0,5,10,0,0,5,3
10,4,0,5,10,4,0,5,1
10,5,3,5,10,5,3,5,3
10,0,1,5,10,0,1,5,1
10,4,6,5,10,4,6,5,2
10,4,5,5,10,4,5,5,1
10,3,3,5,10,3,3,5,3
10,3,9,5,10,3,9,5,1
10,2,6,5,10,2,6,5,2
10,3,7,5,10,3,7,5,3
10,3,0,5,10,3,0,5,1
10,5,0,5,10,5,0,5,0
10,4,4,5,10,4,4,5,0
10,2,0,5,10,2,0,5,0
10,6,2,5,10,6,2,5,2
10,0,8,5,10,0,8,5,0
10,5,5,5,10,5,5,5,1
10,1,1,5,10,1,1,5,1
10,3,8,5,10,3,8,5,0
10,4,3,5,10,4,3,5,3
10,1,2,5,10,1,2,5,2
10,3,2,5,10,3,2,5,2
10,5,0,5,10,5,0,5,2
10,0,2,5,10,0,2,5,2
10,5,7,5,10,5,7,5,3
10,2,5,5,10,2,5,5,1
10,4,2,5,10,4,2,5,2
10,1,0,5,10,1,0,5,0
10,2,3,5,10,2,3,5,3
10,1,0,5,10,1,0,5,3
10,4,0,5,10,4,0,5,0
10,0,0,5,10,0,0,5,3
10,1,0,5,10,1,0,5,0
10,5,1,5,10,5,1,5,1
10,3,5,5,10,3,5,5,1
10,3,0,5,10,3,0,5,3
10,0,9,5,10,0,9,5,1
10,1,0,5,10,1,0,5,2
10,1,0,5,10,1,0,5,1
10,2,4,5,10,2,4,5,0
10,2,0,5,10,2,0,5,1
10,1,4,5,10,1,4,5,0
10,1,0,5,10,1,0,5,3
10,1,3,5,10,1,3,5,3
10,1,5,5,10,1,5,5,1
10,4,8,5,10,4,8,5,0
10,1,8,5,10,1,8,5,0
10,5,0,5,10,5,0,5,1
10,3,6,5,10,3,6,5,2
10,0,5,5,10,0,5,5,1
10,4,9,5,10,4,9,5,1
10,2,1,5,10,2,1,5,1
10,4,0,5,10,4,0,5,3
10,1,7,5,10,1,7,5,3
10,0,0,5,10,0,0,5,2
10,3,0,5,10,3,0,5,0
10,2,0,5,10,2,0,5,2
10,0,3,5,10,0,3,5,3
10,2,9,5,10,2,9,5,1
10,5,6,5,10,5,6,5,2
10,5,0,5,10,5,0,5,2
10,3,0,5,10,3,0,5,2
10,0,0,5,10,0,0,5,0
10,5,0,5,10,5,0,5,3
10,6,3,5,10,6,3,5,3
10,6,0,5,10,6,0,5,0
10,4,0,5,10,4,0,5,3
10,5,0,5,10,5,0,5,0
10,2,0,5,10,2,0,5,3
10,3,0,5,10,3,0,5,0
10,4,0,5,10,4,0,5,0
10,1,6,5,10,1,6,5,2
10,5,0,5,10,5,0,5,3
10,1,9,5,10,1,9,5,1
10,2,7,5,10,2,7,5,3
10,0,0,5,10,0,0,5,2
10,2,2,5,10,2,2,5,2
10,5,8,5,10,5,8,5,0
10,0,7,5,10,0,7,5,3
10,5,4,5,10,5,4,5,0
10,4,1,5,10,4,1,5,1
10,5,9,5,10,5,9,5,1
10,3,0,5,10,3,0,5,2
