"nofish","livebait","camper","persons","child","xb","zg","count"
1,0,0,1,0,-0.896314561367035,3.0504047870636,0
0,1,1,1,0,-0.558344960212708,1.74614894390106,0
0,1,0,1,0,-0.401731014251709,0.279938876628876,0
0,1,1,2,1,-0.956298112869263,-0.601525664329529,0
0,1,0,1,0,0.436890959739685,0.527709126472473,1
0,1,1,4,2,1.39448547363281,-0.707534790039062,0
0,1,0,3,1,0.184716746211052,-3.39802217483521,0
0,1,0,4,3,2.32910656929016,-5.4509015083313,0
1,0,1,3,2,0.188386484980583,-1.52741777896881,0
0,1,1,1,0,0.287689924240112,1.39389050006866,1
0,1,0,4,1,1.99095273017883,-1.93318998813629,0
0,1,1,3,2,1.31789314746857,-2.47157454490662,0
1,0,0,3,0,0.298041671514511,1.5912652015686,1
0,1,0,3,0,1.29087340831757,0.829534888267517,2
0,1,1,1,0,-0.0608898401260376,2.82057929039001,0
1,1,1,1,0,0.370049208402634,2.15834498405457,1
0,1,0,4,1,1.97909343242645,-3.06995272636414,0
1,1,1,3,2,0.715337097644806,-1.95280492305756,0
0,1,1,2,1,1.51605308055878,-0.186567351222038,1
0,1,0,3,1,-0.0348959676921368,-0.118922494351864,0
0,1,0,4,1,1.17823028564453,0.00185656605754048,1
0,1,1,4,0,1.64211177825928,1.89282131195068,5
0,1,1,2,1,0.597727358341217,-0.294278144836426,0
0,1,1,2,0,1.13972306251526,1.93179106712341,3
0,1,1,3,0,3.50029754638672,1.45127081871033,30
0,1,1,2,0,-0.789978384971619,2.81744861602783,0
0,1,1,4,0,2.66235613822937,1.6565625667572,13
0,1,0,2,1,1.60617244243622,-1.06454253196716,0
0,1,0,1,0,0.0185501798987389,0.0807982683181763,0
0,1,0,4,3,3.03455901145935,-4.82404470443726,0
0,1,0,1,0,0.0510007552802563,0.921823859214783,0
0,1,1,3,1,0.745258808135986,-0.663867115974426,0
0,1,1,4,0,2.45313668251038,3.50836777687073,11
0,1,1,4,1,2.35270667076111,0.176609724760056,5
0,1,1,1,0,-1.10825753211975,0.772088408470154,0
1,0,0,2,0,0.51541942358017,1.65665757656097,1
1,1,1,2,1,1.98276853561401,-0.64223712682724,1
1,1,1,4,1,2.06685590744019,1.24450743198395,7
1,1,1,3,1,0.0950117707252502,-2.2686607837677,0
0,1,1,4,1,5.35267400741577,-1.47299253940582,14
0,1,1,1,0,-0.711813926696777,3.02047801017761,0
0,1,1,4,0,3.48404622077942,2.35565280914307,32
1,0,0,3,2,2.4009063243866,-3.0864737033844,0
1,0,1,4,0,0.376028478145599,2.6760778427124,1
1,1,0,4,2,1.08505642414093,-2.65479040145874,0
0,1,1,1,0,-1.06719875335693,2.13304495811462,0
0,1,1,2,1,0.322997063398361,0.303436487913132,0
0,1,0,1,0,0.501066327095032,1.55316162109375,1
0,1,1,2,1,2.01148843765259,0.627036452293396,5
0,1,0,2,1,0.957147359848022,-2.05817461013794,0
0,1,1,2,1,1.11443400382996,0.284732073545456,1
0,1,1,2,1,-0.673830032348633,-0.708101987838745,0
0,1,1,4,0,3.19670581817627,1.51548337936401,22
1,0,0,2,0,-0.386320799589157,2.07958793640137,0
0,1,1,3,0,2.7185115814209,2.62931299209595,15
1,0,1,1,0,-1.2692905664444,4.17959976196289,0
0,1,1,1,0,-1.08780598640442,2.12261295318604,0
0,1,1,1,0,-0.984578311443329,1.35152089595795,0
1,1,1,4,1,1.87246775627136,1.2611768245697,5
1,1,1,1,0,1.54795551300049,1.6289883852005,4
0,1,0,2,0,1.00409424304962,1.08362460136414,2
0,1,1,2,1,-0.165202617645264,2.09525036811829,0
0,1,0,2,1,1.47164523601532,-0.0734708979725838,2
0,1,1,4,0,3.48933601379395,2.54799747467041,32
0,1,0,4,3,1.88577580451965,-4.23251962661743,0
0,1,1,1,0,-2.27253007888794,1.60075318813324,0
0,1,0,1,0,0.613840997219086,1.1117559671402,1
1,1,0,3,2,2.8789975643158,-2.76606702804565,0
1,1,1,1,0,-0.944848835468292,2.01160788536072,0
0,1,1,2,1,0.820035219192505,-1.28543794155121,0
0,1,1,3,0,2.08818364143372,2.26874828338623,7
0,1,0,4,3,2.16530632972717,-5.03517818450928,0
1,0,0,4,2,0.557526350021362,-2.69665169715881,0
0,1,1,3,2,-0.627695500850677,-3.2243115901947,0
1,0,1,1,0,-3.27505016326904,0.913391828536987,0
0,1,0,2,0,0.307397574186325,-0.431482762098312,0
0,1,0,3,2,0.459303736686707,-3.14010667800903,0
1,1,1,1,0,-0.188099160790443,3.26744532585144,0
0,1,0,2,1,-0.197423219680786,-0.238331913948059,0
0,1,0,4,0,0.901133239269257,1.39392220973969,2
0,1,1,4,1,2.2297375202179,-0.410112112760544,3
1,1,0,2,1,1.15007889270782,-0.320476442575455,1
0,1,1,3,0,1.71653091907501,2.65405988693237,5
0,1,0,1,0,-0.465738385915756,0.246082529425621,0
0,1,1,1,0,1.01957333087921,1.71884417533875,2
1,0,0,3,1,1.86741375923157,-0.54847913980484,1
1,0,0,4,1,0.714378535747528,-2.55068111419678,0
1,1,1,1,0,0.0440081208944321,2.26295495033264,1
0,1,1,4,0,5.00503969192505,3.57213425636292,149
0,1,1,3,2,2.46155643463135,-2.76987242698669,0
0,1,1,3,1,1.57041680812836,-0.39061626791954,1
0,1,0,2,0,-1.49085247516632,0.0889994576573372,0
0,1,1,3,0,-0.865133345127106,0.972079753875732,0
0,1,0,2,1,0.833803176879883,0.0233576856553555,1
0,1,0,4,2,2.20849990844727,-1.73437333106995,0
0,1,1,3,1,1.63320791721344,-1.5012526512146,0
0,1,0,4,2,1.52400970458984,-4.32427978515625,0
1,0,0,4,0,2.49137473106384,-0.722057521343231,2
0,1,1,2,0,1.08476901054382,2.96300268173218,2
0,1,0,4,0,3.59467720985413,0.860208868980408,29
0,1,1,1,0,1.12883460521698,2.06070041656494,3
1,0,1,2,0,-0.385939925909042,2.26627635955811,0
0,1,0,4,2,2.21350955963135,-2.0680947303772,0
1,0,0,3,0,2.51877808570862,-0.110921405255795,5
0,1,1,2,0,0.0115894842892885,-0.339218020439148,0
0,1,0,4,1,3.29880619049072,-2.6714301109314,0
0,1,1,1,0,-0.258302956819534,0.714798092842102,0
0,1,0,3,1,0.931161046028137,-1.92523181438446,0
0,1,1,4,1,3.23434066772461,-1.93412053585052,0
0,1,1,4,1,0.566562116146088,1.36115145683289,1
0,1,1,1,0,1.97409510612488,3.17808413505554,7
0,1,1,2,0,0.109922774136066,2.12449860572815,1
0,1,0,1,0,-1.05219602584839,-1.83770942687988,0
1,0,0,4,1,1.19321036338806,0.732807636260986,2
0,1,0,3,2,0.351580232381821,-2.18426823616028,0
1,1,0,2,0,1.18006312847137,1.29395890235901,2
0,1,0,2,1,0.442351251840591,-0.25275069475174,0
0,1,0,4,1,0.339507728815079,-0.76818972826004,0
1,0,1,3,1,0.368057548999786,-0.848371207714081,0
1,1,1,3,2,2.4312150478363,-0.945337653160095,1
0,1,0,2,1,-0.267399877309799,-1.62042915821075,0
1,1,0,1,0,-0.366596519947052,2.51454162597656,0
1,0,1,4,3,1.48165833950043,-2.82096076011658,0
0,1,0,1,0,-0.620765745639801,0.583114087581635,0
1,0,1,4,3,1.59366858005524,-2.94739961624146,0
0,1,0,4,1,2.82429432868958,-0.742032945156097,3
0,1,1,1,0,1.4875385761261,2.26522541046143,4
0,1,1,3,0,1.13907301425934,3.44869875907898,3
0,1,0,2,0,1.41582179069519,1.2972024679184,3
0,1,1,4,0,2.17207789421082,4.26318502426147,8
1,0,1,3,0,0.818082451820374,3.05859684944153,2
1,1,1,1,0,0.332590669393539,2.04585909843445,1
0,1,0,4,0,1.85684275627136,2.51679587364197,6
1,1,1,4,2,0.593688666820526,-1.97720789909363,0
0,1,1,2,1,0.0617640055716038,1.26980745792389,0
1,1,0,4,0,1.9847823381424,0.82461416721344,5
0,1,1,4,1,1.96385633945465,0.0315203703939915,3
0,1,0,3,1,3.72607254981995,0.701675057411194,31
0,1,1,2,1,0.349324911832809,-0.161479443311691,0
0,1,0,2,0,0.704055547714233,2.3449170589447,2
1,1,1,4,3,1.56924378871918,-4.46927881240845,0
0,1,1,2,1,0.781064867973328,-1.89013671875,0
1,0,0,3,0,0.139555037021637,0.339156687259674,0
0,1,1,3,1,1.54162049293518,-1.53107023239136,0
1,1,0,1,0,0.0718735530972481,1.30579578876495,0
0,1,0,2,0,0.746514856815338,-0.650594830513,0
1,1,1,4,0,1.92508244514465,3.56707787513733,6
0,1,0,3,0,2.21421217918396,2.69157195091248,9
1,0,1,3,2,-0.599701523780823,-2.05975198745728,0
1,0,1,2,1,-2.10733103752136,0.141346171498299,0
0,1,1,1,0,-2.49045538902283,2.07375955581665,0
0,1,1,2,1,-0.0704762637615204,-0.478490352630615,0
0,1,0,1,0,-0.233503744006157,0.152506366372108,0
0,1,0,2,0,2.14885878562927,-0.488574415445328,2
0,1,0,3,0,3.17375469207764,0.378390341997147,15
0,1,1,1,0,0.676705837249756,1.6237850189209,1
1,1,1,2,0,0.903368711471558,2.01538228988647,2
0,1,1,3,1,2.12147188186646,-0.0916062667965889,3
1,1,1,1,0,-1.68065655231476,2.27723503112793,0
0,1,1,4,0,4.26848793029785,1.36229598522186,65
0,1,1,3,0,1.75967121124268,1.47816967964172,5
0,1,0,1,0,0.00715987617149949,0.184564098715782,0
1,1,1,3,2,3.53381061553955,-3.25269532203674,0
0,1,0,4,1,1.90282845497131,-1.59040188789368,0
0,1,0,4,2,2.05431437492371,-3.13918924331665,0
1,1,0,1,0,0.132048606872559,2.24406719207764,1
0,1,1,4,1,2.84458875656128,-0.0782078355550766,8
0,1,1,3,0,-0.150227516889572,2.49621510505676,0
0,1,1,3,2,0.377593964338303,-2.29437232017517,0
0,1,1,4,3,1.46100187301636,-3.94337201118469,0
0,1,1,3,0,0.951952934265137,2.60630893707275,2
0,1,1,2,1,1.53107285499573,1.53726029396057,4
1,1,0,4,0,1.7160952091217,1.82690179347992,5
0,1,0,2,0,2.24204182624817,2.39861702919006,9
0,1,0,4,2,3.38903760910034,-2.89330267906189,0
0,1,0,2,0,-0.457464665174484,3.17933320999146,0
0,1,1,2,0,-0.263669461011887,1.76086807250977,0
0,1,0,1,0,-0.712437570095062,1.17716562747955,0
1,1,1,2,0,3.05391693115234,2.46910786628723,21
0,1,0,1,0,-2.70827674865723,0.347330987453461,0
0,1,1,3,0,1.87205147743225,2.30796957015991,6
0,1,0,2,1,0.16974900662899,-0.835122048854828,0
1,0,1,2,0,-0.348856091499329,2.94145750999451,0
0,1,1,2,1,0.240219220519066,-0.40317377448082,0
1,1,0,3,1,2.4038770198822,-1.56852877140045,0
0,1,1,4,1,2.98857450485229,0.950103223323822,16
1,0,0,3,2,0.00525776203721762,-3.46309995651245,0
0,1,1,3,2,0.400785356760025,-1.71905243396759,0
1,1,1,4,0,1.59231209754944,3.47214698791504,4
0,1,1,2,1,1.02253127098083,0.598669052124023,2
0,1,1,3,0,2.37734174728394,2.57861685752869,10
1,0,1,1,0,-2.11292719841003,1.63011240959167,0
0,1,1,1,0,-0.557507157325745,1.93812584877014,0
1,0,0,1,0,-1.27622103691101,0.145860224962234,0
1,0,1,2,0,1.06078600883484,2.97317552566528,2
1,1,1,2,0,0.409971445798874,1.28754341602325,1
0,1,0,1,0,1.47274768352509,1.0017284154892,3
0,1,1,3,1,1.12224495410919,-1.01499104499817,0
0,1,1,4,2,2.24237632751465,-2.38628673553467,0
0,1,1,2,0,3.16384339332581,1.29683494567871,21
0,1,0,2,1,-0.585306763648987,-2.0787627696991,0
0,1,0,2,0,-0.0156071186065674,2.29901671409607,0
1,0,1,1,0,0.834488332271576,2.20551109313965,2
1,0,1,2,1,-1.26887607574463,1.57091951370239,0
0,1,1,4,1,2.75708198547363,-0.866619527339935,3
0,1,1,3,1,1.70394921302795,-1.15458154678345,0
0,1,1,4,0,3.76500248908997,1.18927025794983,38
1,1,1,4,3,2.71905112266541,-4.61419296264648,0
0,1,1,1,0,-0.154021844267845,2.46532011032104,0
0,1,0,1,0,-0.411525636911392,0.25713512301445,0
0,1,1,1,0,0.531122028827667,2.92896556854248,1
0,1,0,1,0,1.34030616283417,3.56637215614319,3
0,1,1,1,0,-1.56205010414124,1.40677392482758,0
0,1,0,2,0,0.225383952260017,2.22099113464355,1
1,1,0,4,2,4.50266361236572,-4.73008489608765,0
1,0,0,2,1,0.162199765443802,-1.12585425376892,0
0,1,0,4,2,3.04701352119446,-3.18426299095154,0
0,1,0,3,1,1.63075339794159,-2.70765328407288,0
0,1,1,4,2,1.98325502872467,0.573806643486023,5
0,1,0,4,2,3.87711143493652,-2.17981243133545,0
1,0,0,4,1,1.5847555398941,-1.28959906101227,0
0,1,0,3,0,1.70114326477051,0.00511792534962296,2
1,1,1,2,1,-0.17060498893261,1.46986353397369,0
0,1,1,1,0,-0.4969801902771,0.957906126976013,0
0,1,0,2,1,1.21826994419098,-0.66424161195755,0
0,1,1,2,0,0.0375366136431694,2.8617730140686,1
1,1,1,3,1,1.52324414253235,3.03957271575928,4
1,1,0,1,0,-0.907698154449463,0.611488819122314,0
0,1,1,3,2,2.33137655258179,-2.35552573204041,0
0,1,1,2,1,1.06808602809906,1.37505638599396,2
0,1,1,1,0,1.40126574039459,2.14104962348938,3
1,1,0,4,2,3.93042182922363,-2.74390316009521,0
0,1,0,3,1,0.196246981620789,-1.78107392787933,0
0,1,0,2,0,0.0295273810625076,1.00220429897308,0
1,0,0,2,0,-0.766901433467865,-0.442087709903717,0
0,1,1,1,0,0.661188662052155,3.24133348464966,1
0,1,1,2,0,1.0150740146637,0.948959350585938,2
0,1,1,1,0,-1.04666805267334,0.760976612567902,0
0,1,1,3,0,1.93805480003357,2.15903425216675,6
0,1,1,2,0,1.72475051879883,0.927846848964691,4
0,1,1,2,0,0.602655231952667,3.57160902023315,1
0,1,1,4,2,2.41378164291382,-1.31639909744263,1
1,0,0,2,0,-1.20076858997345,1.05779981613159,0
0,1,1,3,1,1.96384930610657,-0.733001232147217,1
0,1,0,3,0,-0.291065692901611,1.31550824642181,0
1,1,1,2,0,-0.755235731601715,2.32420873641968,0
