"","a","b","c","d","e","f"
"1",56.9902037098101,-223.131613822751,5.58916247726777,6.14444914451092,-5.5439170835386,-2449.07319386655
"2",23.5206845403096,-452.852387465205,-4.80032873873113,5.69736012484078,0.0992785807505054,-4744.5883380234
"3",97.1508698127699,-453.032877772494,-2.38619732353216,9.32298356518481,-4.63165234502578,-4870.11270983066
"4",15.1344002917945,-118.536373823748,7.58565489206465,7.82436831624567,-5.06210021596595,-1467.07033276462
"5",-10.3143416583198,-465.930320601971,3.11135394409108,9.63003758252311,-5.75809431113179,-5013.53433656072
"6",36.8117050249909,-410.256321784621,5.09329637727485,10.1639490137542,0.522073501977919,-4474.13532332479
"7",-7.10825842261474,-270.376446591168,9.509376659914,9.02798502391879,-5.46753271013866,-3029.85022548173
"8",-57.7846305570867,-187.067468177951,0.0284175415153061,7.52148366207368,-7.07885108163757,-2152.80120475286
"9",72.1696770923454,-412.584888953762,1.68880888426411,5.19567973850494,-4.38550944325861,-4311.37664133768
"10",-56.9226311120951,-136.426069776276,4.30821911747369,10.8368554580118,-2.16866327461997,-1767.59028971537
"11",41.762815524711,-449.739181835154,5.67765058734463,3.80858492187318,-4.91513174870802,-4630.17484217614
"12",77.150292503836,-410.012861816802,-5.05229055666979,7.49326483641349,0.504289273598194,-4378.78045821305
"13",40.7538585956106,-357.642138551881,-1.90024504467628,5.09522077683626,0.472871904852053,-3766.40476042698
"14",-95.3197392715453,-178.723930871217,-8.41282029447422,9.14086590780589,-2.87021603495013,-2141.9872150505
"15",21.7067097851676,-376.846187431171,-2.65357995447969,7.50525158419611,-3.9700040456979,-4047.59672444057
"16",93.1755292170404,-359.40206831174,-3.12686991601227,10.6065012248668,-0.332040746443856,-3984.42920701153
"17",-60.2728024827041,-296.323600132637,-4.70588615688703,6.19914105116026,-5.45745326891054,-3201.7064736849
"18",-40.8549478897996,-284.364592574569,2.84730973364469,6.81602575752085,-8.16121042104744,-3095.23794899457
"19",-6.2617861600613,-111.504742225341,2.37576249970566,11.100162070273,-1.98439100891355,-1525.89783835236
"20",-34.4164371590126,-446.599269988575,-4.54596717411721,9.08860931101121,-2.50922714405825,-4810.6351746108
"21",18.6133508088534,-137.899645103416,8.34356280763024,6.24773347154241,-5.77621801837249,-1601.05006424071
"22",68.7069419338456,-440.59078975602,12.2677765488983,2.63697243828187,-2.64707415428364,-4488.388644811
"23",-19.260783650716,-478.072848158861,2.52300317503467,7.40225305553736,1.41266280276372,-5057.36219423964
"24",-42.6058362742716,-411.231274439871,11.1885334194817,9.39439935671137,-2.84119013449269,-4454.59757071443
"25",13.9176897204749,-257.548257632404,2.58632246211405,8.11978911705338,-6.89892702357501,-2871.79806310992
"26",-39.1237049374456,-308.900206339976,-1.89225255430468,5.48113058594833,-1.23412754393943,-3298.79361336198
"27",55.7604861076648,-332.65626661178,-6.42835689872847,6.62437883797742,0.801296083400017,-3576.16387184514
"28",46.6661755217741,-374.942981836094,6.13841148891289,7.66048432310514,0.478077302111881,-4026.62277094536
"29",-1.54705916775446,-372.996877910254,-3.66505481042853,11.9120232224022,3.36467017794715,-4178.59214584343
"30",-60.0074445121286,-316.432586811443,-5.05851925168574,10.2350879377071,-1.06214423249111,-3554.62017094108
"31",-72.7807379338491,-128.519742928642,4.25923712257679,10.2493582292367,-2.48241219695052,-1667.94548165432
"32",-9.00293182215384,-425.39422633045,4.0806168110579,6.73948781465949,-4.75957813673792,-4500.74506115459
"33",-3.56139533188811,-324.933269488314,12.8636420821222,10.6397277947636,2.21196804214776,-3635.59009942335
"34",-23.8011619338906,-286.809461428525,-4.71342174317973,9.31199239190159,-4.23531008308726,-3219.44070862788
"35",-86.4112832231711,-459.970226992533,10.7907158004031,8.08086718232884,-4.31075765249201,-4896.51409364298
"36",-62.2852802816388,-285.565099213107,3.62915305614089,12.4658971257294,-0.202279145233154,-3321.27848924268
"37",-8.91431527686966,-352.254422507472,6.22515553783224,4.52840198574558,-2.7144213397753,-3686.62225147576
"38",-98.4787845900226,-170.633857308839,-0.730862615041715,6.3584732462696,-3.24549923490685,-1951.28927106389
"39",-21.6810454486786,-248.865169372513,3.20334357033827,3.55644765692897,-2.07245525995364,-2620.82936218435
"40",104.31782619204,-241.704212654882,6.79553515459179,10.6859782708442,-1.73937917162195,-2799.86608360998
"41",-2.16295437963574,-417.855373841272,1.72801071946972,8.9365824293698,0.555705406812768,-4510.8768260659
"42",83.6867892875138,-193.398425887883,-0.272310957428402,7.4682494376363,4.4313519414527,-2208.84915912102
"43",-85.5371116852977,-223.150833334073,-12.6044879947189,8.88347765722328,-1.66964171966975,-2580.32305228847
"44",51.7831406754264,-315.039920858107,7.8287714567794,8.68636703448123,-1.82510447532897,-3462.46754941432
"45",62.6169310015964,-113.569467150171,11.0056388535983,5.98861266753084,-3.17303515978564,-1343.54625153233
"46",14.119277817042,-225.25376559717,8.61101059327476,8.35489454623132,-2.30418651827544,-2554.41106752405
"47",0.365641553180213,-367.205011078388,1.19254665966402,5.40763947895094,-1.42363243565746,-3873.09227032952
"48",-47.076757187568,-382.347165758671,4.08857207722783,8.33409070810267,4.77646181814436,-4137.08152876132
"49",-76.486138130651,-279.691988300325,13.8854934831221,6.96335284634021,1.21991324015286,-3051.56970021379
"50",-48.0024145267367,-215.288568703208,10.1633030705772,12.0443297127134,-3.99271256806013,-2593.99660887731
"51",-75.4279396968508,-199.531473177266,3.86514158856685,8.12630394323269,-3.31867332141573,-2299.65810711783
"52",59.7320199809927,-223.367495460353,3.64990492222867,5.27651190521139,-2.292789109029,-2422.46988287359
"53",-29.8390743804414,-426.224247278889,-0.0365485742789149,7.98520974420139,-2.40780870976672,-4561.68520699698
"54",-44.2759896167683,-296.971561276684,3.73531089730383,9.88040078548762,-6.97406476969275,-3334.75756716704
"55",36.8555380376426,-298.896589629361,1.43349572559932,5.24714312341989,-0.349455253065378,-3181.47073339779
"56",0.19469208305669,-468.630472252609,-3.44799675158989,9.26285761008733,-0.412959167397339,-5034.68545458564
"57",-33.3793391570812,-384.272118053376,16.0518863718633,9.7460680303123,-1.858705425682,-4193.3938527006
"58",17.5394948248064,-112.176340237734,1.1237017621682,11.9022644056385,-9.4439029893825,-1557.78460107957
"59",-70.4372310020929,-141.024615076637,0.835839532439087,3.16196580210744,-2.51773511727272,-1533.63659914691
"60",43.2463350833445,-204.122275803839,-2.37337395353922,7.85845256965816,-6.68990251646369,-2330.09073996926
"61",61.7520123269574,-429.101061346044,14.058730046725,11.0901575155465,-0.54209499640507,-4686.25623436948
"62",-72.3334241813495,-406.967455141467,7.27964609764626,10.3126902995127,-0.961899199940215,-4452.77199370353
"63",102.631094122031,-86.5129314845905,3.45322635634622,8.87283834064031,1.20079568533867,-1185.48019840203
"64",3.75153869938134,-165.750350500288,2.79303367803164,8.19648684250043,-1.79557690119589,-1959.83573467886
"65",-68.9639060865518,-109.968251064039,1.02366687714648,6.17872038517096,-2.4798066742685,-1334.42493221231
"66",-68.845331760216,-422.4898871865,0.681964369572702,7.17812401403739,1.22101579023889,-4498.76768524794
"67",25.9841856953949,-290.790025453088,-0.487294725233284,4.93090420256444,-3.47384546074086,-3089.74047605271
"68",-53.6908472746105,-270.579981696376,4.9812965747255,9.00926656197877,0.481888309386853,-3041.96958313662
"69",-92.5890245705117,-448.168751974165,1.26235840163598,3.30203664677419,-4.88020979036938,-4610.46762854152
"70",30.3014257396969,-408.147667473369,7.19225693844354,4.63755303962867,-0.940131898857177,-4246.47278430698
