x,y,color
1.245599,0.655919,B
1.173687,0.700183,B
0.306296,0.185234,W
0.229255,0.419939,W
0.794853,0.135782,W
1.111468,0.754908,B
0.030844,0.560698,W
1.090789,0.860864,B
0.179149,0.942706,W
0.360649,0.382626,W
1.791690,0.852105,B
1.423646,0.895601,B
0.946396,0.803546,W
1.157061,0.533397,B
0.995278,0.722159,W
0.516515,0.400781,W
1.306045,0.218059,B
1.206797,0.866723,B
0.120370,0.679858,W
1.513354,0.397789,B
0.347610,0.572171,W
1.178653,0.506532,B
0.274671,0.593373,W
1.437887,0.742419,B
0.515179,0.921335,W
0.727396,0.375067,W
0.123857,0.519839,W
1.464574,0.614053,B
1.659892,0.234541,B
1.329242,0.187776,B
0.139963,0.061815,W
1.704901,0.263677,B
1.214792,0.101559,B
1.596317,0.714490,B
0.839845,0.352797,W
1.385536,0.913239,B
0.745236,0.425152,W
0.601965,0.515584,W
0.541058,0.929777,W
1.396938,0.220276,B
1.191146,0.057946,B
1.277316,0.346777,B
1.102591,0.435277,B
1.196788,0.995626,B
0.800239,0.032718,W
0.060190,0.448999,W
0.833162,0.112780,W
0.975958,0.109342,W
1.883177,0.394995,B
0.782935,0.114768,W
1.735223,0.048791,B
1.861976,0.080529,B
0.107173,0.944506,W
0.609374,0.811455,W
0.623956,0.912641,W
0.726428,0.707621,W
1.299297,0.773809,B
0.013244,0.883271,W
0.680280,0.765295,W
0.333774,0.771731,W
0.488189,0.761509,W
0.422631,0.638104,W
0.968522,0.941716,W
0.581836,0.203541,W
0.589190,0.558616,W
1.722848,0.903953,B
0.162891,0.624884,W
1.151018,0.609308,B
0.576611,0.523459,W
0.745648,0.369168,W
0.887177,0.524895,W
0.614782,0.334550,W
0.691450,0.764730,W
0.787002,0.349891,W
1.385037,0.370264,B
1.502416,0.300820,B
0.017685,0.241242,W
1.054909,0.768183,B
1.263107,0.545833,B
0.228226,0.690274,W
0.217823,0.635276,W
1.459594,0.756937,B
0.257193,0.447162,W
0.528706,0.620291,W
0.819986,0.774788,W
1.017173,0.394681,B
1.675191,0.269548,B
1.957327,0.619492,B
1.290998,0.939179,B
1.233401,0.918669,B
0.479702,0.789910,W
1.613371,0.898895,B
0.439891,0.592005,W
1.775013,0.733623,B
1.248184,0.690530,B
1.979370,0.310809,B
0.536285,0.753482,W
0.959549,0.291796,W
1.989988,0.209346,B
1.562106,0.664815,B
1.530279,0.755652,B
1.897277,0.857981,B
1.677265,0.406790,B
1.239839,0.845758,B
0.305254,0.603119,W
1.984890,0.821662,B
0.928315,0.861748,W
0.852208,0.028644,W
0.168119,0.329670,W
0.572782,0.695809,W
0.726678,0.609594,W
1.014480,0.982717,B
0.132312,0.032627,W
1.550432,0.135970,B
1.567405,0.239710,B
1.358304,0.987367,B
0.649996,0.010493,W
1.589783,0.696835,B
0.723111,0.229286,W
0.752242,0.172098,W
0.701848,0.247945,W
1.566902,0.837250,B
0.677082,0.042939,W
0.341954,0.759733,W
1.801872,0.303918,B
0.772963,0.751835,W
1.270928,0.782885,B
1.636273,0.584310,B
1.161333,0.281884,B
1.310326,0.257452,B
1.760176,0.765996,B
1.740318,0.163261,B
0.445926,0.643858,W
0.100091,0.222859,W
1.108155,0.654688,B
1.363797,0.580205,B
0.674144,0.363511,W
1.440154,0.450884,B
1.630507,0.967592,B
0.049803,0.246090,W
0.383636,0.217910,W
0.828179,0.584287,W
0.912139,0.849919,W
0.268374,0.372574,W
1.068972,0.984981,B
1.340162,0.848210,B
0.787073,0.859415,W
1.081511,0.950339,B
0.921788,0.756989,W
0.401863,0.133714,W
1.723006,0.516270,B
1.987709,0.454991,B
0.057124,0.807974,W
0.392424,0.587362,W
0.465934,0.053529,W
1.502362,0.918603,B
1.110189,0.959371,B
1.193882,0.966194,B
1.131145,0.084982,B
1.212770,0.003743,B
1.588795,0.483115,B
0.960032,0.924147,W
0.699637,0.685482,W
0.030191,0.736744,W
1.657762,0.017892,B
1.645903,0.718338,B
1.199904,0.968936,B
0.581084,0.241793,W
1.105591,0.517906,B
0.731477,0.751230,W
1.877257,0.470715,B
1.943757,0.400400,B
1.261259,0.644163,B
0.506919,0.415071,W
0.821124,0.204585,W
1.603522,0.565551,B
0.528141,0.961634,W
0.505338,0.636982,W
0.577359,0.654611,W
1.118415,0.485738,B
1.373269,0.135550,B
0.242068,0.443790,W
1.341756,0.436297,B
1.770090,0.382050,B
1.223085,0.336225,B
1.355793,0.604757,B
1.514261,0.251655,B
0.037216,0.094455,W
0.407139,0.365518,W
0.360107,0.560572,W
0.858652,0.447766,W
0.321528,0.483794,W
0.026106,0.584194,W
1.589680,0.009728,B
1.352263,0.502482,B
0.596665,0.515657,W
0.226743,0.189682,W
1.132586,0.980042,B
1.546276,0.032618,B
1.328704,0.872117,B
0.077751,0.397154,W
0.595691,0.268031,W
1.522042,0.326085,B
1.745195,0.967897,B
0.925406,0.969251,W
1.015603,0.701072,B
1.655622,0.944152,B
0.957978,0.108749,W
0.783430,0.346703,W
0.097213,0.656124,W
1.230472,0.404741,B
0.988679,0.724790,W
0.553973,0.086423,W
1.685264,0.341108,B
0.476431,0.666193,W
1.413201,0.869835,B
1.801687,0.859793,B
1.843687,0.263260,B
0.007779,0.664053,W
1.759086,0.524402,B
0.581189,0.450041,W
0.059445,0.275246,W
1.043202,0.005291,B
0.535937,0.463007,W
0.539912,0.518663,W
1.761617,0.116531,B
0.014271,0.897396,W
1.045397,0.351486,B
0.743097,0.279907,W
0.540401,0.258923,W
0.165488,0.477123,W
0.745288,0.632194,W
0.432594,0.223398,W
1.586309,0.027464,B
0.066654,0.389483,W
1.729899,0.040722,B
0.650535,0.425791,W
1.575171,0.245113,B
0.375681,0.585740,W
1.027381,0.475092,B
0.091607,0.620902,W
0.038925,0.156749,W
0.736331,0.790062,W
0.315919,0.833248,W
0.877256,0.089580,W
0.080065,0.140310,W
1.589629,0.810508,B
0.627051,0.823042,W
1.227985,0.917088,B
0.058072,0.749527,W
0.805192,0.950327,W
0.635033,0.940405,W
1.175855,0.782783,B
1.236472,0.057926,B
0.026217,0.955359,W
1.905724,0.691123,B
0.248703,0.551434,W
0.098940,0.038302,W
1.270551,0.588276,B
0.290627,0.457140,W
0.504484,0.179545,W
1.431036,0.856277,B
1.778754,0.752746,B
1.022913,0.238651,B
0.486974,0.994257,W
1.138428,0.244821,B
0.615413,0.936911,W
1.679110,0.839225,B
0.214815,0.686364,W
0.492604,0.798989,W
0.633138,0.443586,W
0.082183,0.809819,W
0.198292,0.500800,W
1.944172,0.699980,B
0.255680,0.483226,W
0.795093,0.188767,W
1.646659,0.278006,B
0.823973,0.821148,W
0.407508,0.092675,W
0.818857,0.302823,W
0.851283,0.564221,W
1.383116,0.904848,B
1.178679,0.809803,B
0.833679,0.971276,W
1.953015,0.750706,B
1.679605,0.727650,B
0.517211,0.388684,W
1.003435,0.971128,B
1.411973,0.558594,B
1.873492,0.623144,B
1.828420,0.547318,B
1.244563,0.342158,B
0.567509,0.852573,W
0.616606,0.161022,W
0.444372,0.283096,W
1.431411,0.734182,B
0.148421,0.762842,W
1.078124,0.331499,B
0.315599,0.078518,W
1.817641,0.526112,B
0.826739,0.095800,W
1.203062,0.938085,B
0.588687,0.346750,W
1.871634,0.473048,B
0.340160,0.306273,W
0.578004,0.470139,W
0.494186,0.991299,W
0.594190,0.547327,W
0.050932,0.487583,W
0.709267,0.568028,W
1.517371,0.376327,B
1.016336,0.173579,B
0.003017,0.827873,W
1.693114,0.171359,B
1.368898,0.437327,B
0.425273,0.280780,W
1.751587,0.953745,B
1.875790,0.646045,B
0.577853,0.819497,W
0.477295,0.672232,W
1.723125,0.359988,B
1.561629,0.355917,B
1.973669,0.720045,B
0.917557,0.659115,W
0.947128,0.113145,W
0.812830,0.246947,W
1.205199,0.149366,B
0.739966,0.780869,W
0.310594,0.725483,W
1.746750,0.095598,B
1.495676,0.053066,B
1.551580,0.287313,B
0.172393,0.052902,W
0.568225,0.135285,W
1.803619,0.560796,B
0.526621,0.682200,W
0.669873,0.704824,W
1.449169,0.320273,B
1.817220,0.949965,B
1.685972,0.413083,B
0.801570,0.073152,W
1.986522,0.813270,B
1.449560,0.426376,B
1.794175,0.280234,B
0.485822,0.154929,W
1.703774,0.201070,B
0.442445,0.697400,W
1.618162,0.852977,B
1.974144,0.780142,B
1.350559,0.606035,B
1.294707,0.066231,B
1.479347,0.881122,B
0.103070,0.448318,W
1.766933,0.312768,B
0.405640,0.246951,W
0.662480,0.937864,W
0.160603,0.539929,W
1.571929,0.994027,B
1.212765,0.380459,B
0.861167,0.629139,W
1.621687,0.362364,B
1.504326,0.181957,B
1.177162,0.946987,B
1.388838,0.683248,B
1.931382,0.712013,B
1.789115,0.309046,B
0.545035,0.473781,W
0.544180,0.125624,W
1.321746,0.229722,B
0.242543,0.178734,W
0.151063,0.481069,W
1.420386,0.111295,B
0.922733,0.198269,W
1.017406,0.164192,B
1.993143,0.025121,B
0.635048,0.663728,W
1.726295,0.726683,B
1.238150,0.904459,B
1.297518,0.695813,B
1.155828,0.247742,B
0.915424,0.327392,W
1.691255,0.656138,B
0.109502,0.051710,W
0.257446,0.775146,W
0.953575,0.545066,W
0.611122,0.204590,W
0.540508,0.369513,W
0.238549,0.995134,W
1.124534,0.687535,B
1.160988,0.003617,B
1.117039,0.958410,B
1.299310,0.915481,B
1.362915,0.089019,B
1.482206,0.486673,B
1.439602,0.520959,B
0.228745,0.613873,W
1.647910,0.624792,B
0.284027,0.966430,W
1.374060,0.605853,B
0.929368,0.033621,W
1.789237,0.262193,B
1.484659,0.411819,B
1.739973,0.837190,B
1.208918,0.892231,B
0.241078,0.678462,W
0.943669,0.676324,W
0.345351,0.248459,W
1.659487,0.262264,B
0.713185,0.076145,W
1.785958,0.479980,B
1.367471,0.191725,B
0.053967,0.306246,W
0.861930,0.241048,W
1.386117,0.119031,B
0.724699,0.979184,W
0.782229,0.083212,W
0.793521,0.920701,W
0.072515,0.364311,W
0.058534,0.625175,W
0.611366,0.972817,W
1.400975,0.683413,B
0.182273,0.030849,W
1.382198,0.061346,B
0.114639,0.242296,W
0.077483,0.036162,W
0.240028,0.712627,W
0.915032,0.053360,W
0.380509,0.333472,W
1.572524,0.498998,B
0.287797,0.437653,W
1.371820,0.303801,B
1.566051,0.137165,B
1.576344,0.517079,B
1.163943,0.439063,B
1.171938,0.952619,B
0.872328,0.935014,W
1.753707,0.557179,B
1.735883,0.085528,B
1.681548,0.168591,B
0.618968,0.071770,W
1.352488,0.113991,B
1.820720,0.609357,B
0.806665,0.965147,W
0.213115,0.301368,W
0.283141,0.136139,W
1.712156,0.752193,B
0.388925,0.217133,W
0.700197,0.441426,W
1.945859,0.322877,B
0.960147,0.327912,W
0.372207,0.939535,W
1.581228,0.742380,B
1.246200,0.447146,B
1.043846,0.826253,B
0.050140,0.475490,W
0.696103,0.444843,W
0.405371,0.737725,W
0.983686,0.512610,W
0.541232,0.529064,W
0.590579,0.387699,W
1.448040,0.522077,B
0.591388,0.378082,W
1.093720,0.571125,B
0.533765,0.607456,W
1.231963,0.061514,B
1.907860,0.396046,B
1.843292,0.035260,B
1.690747,0.688761,B
0.863621,0.602763,W
0.806780,0.029115,W
0.241347,0.397302,W
0.835455,0.748964,W
1.676741,0.990626,B
0.827965,0.503514,W
0.589489,0.990480,W
0.430083,0.018050,W
1.567415,0.144270,B
1.981162,0.894838,B
0.261682,0.780475,W
1.377099,0.464869,B
1.682625,0.665591,B
1.691659,0.260312,B
0.462643,0.728114,W
1.024291,0.796799,B
1.083120,0.247008,B
0.003173,0.276129,W
1.502644,0.792807,B
0.729296,0.523790,W
0.712021,0.733921,W
0.066627,0.852272,W
1.293721,0.100416,B
1.151906,0.654578,B
1.757835,0.340695,B
0.830163,0.317608,W
0.144297,0.791178,W
0.906217,0.382408,W
0.412403,0.167403,W
1.157300,0.220837,B
1.670893,0.621526,B
0.784205,0.913720,W
1.216251,0.114294,B
0.072630,0.625286,W
0.735870,0.918395,W
0.538590,0.665251,W
0.271423,0.318518,W
0.103009,0.897685,W
1.904479,0.535550,B
1.543527,0.049804,B
0.964333,0.686514,W
0.293499,0.991038,W
1.185913,0.807907,B
0.294515,0.889924,W
1.741477,0.436261,B
0.571582,0.373520,W
0.041586,0.719673,W
1.932230,0.089552,B
0.103831,0.160961,W
0.548290,0.394573,W
1.318815,0.022266,B
1.755060,0.034329,B
0.110593,0.415949,W
0.599613,0.199169,W
1.902402,0.443390,B
0.402671,0.479193,W
0.213381,0.279681,W
1.602905,0.803219,B
0.516258,0.649619,W
0.926222,0.307131,W
1.619656,0.754089,B
1.499815,0.507811,B
0.256448,0.383481,W
1.480065,0.909795,B
0.184418,0.075168,W
0.597219,0.853653,W
1.261581,0.088403,B
0.834482,0.412321,W
0.880819,0.359825,W
1.769471,0.093414,B
1.386284,0.898426,B
1.655904,0.375576,B
1.517649,0.526354,B
1.043737,0.738124,B
1.551754,0.099782,B
1.892760,0.232987,B
1.237108,0.914843,B
1.722181,0.607667,B
0.887825,0.166673,W
0.958937,0.832293,W
1.623353,0.335067,B
1.104043,0.560502,B
0.292062,0.361499,W
0.386285,0.649706,W
0.738299,0.194521,W
0.462224,0.166132,W
0.334395,0.174490,W
1.158313,0.889352,B
0.817712,0.986661,W
0.818348,0.024498,W
1.580094,0.912746,B
0.085813,0.091704,W
0.901177,0.678802,W
1.949434,0.281201,B
0.862282,0.963415,W
1.334262,0.769576,B
1.062466,0.768810,B
1.522818,0.855236,B
0.499093,0.980765,W
0.786544,0.495292,W
1.941015,0.828150,B
0.039125,0.448400,W
1.466035,0.987159,B
1.052935,0.406448,B
0.961200,0.845379,W
0.666203,0.142410,W
1.555946,0.813050,B
1.649737,0.583617,B
0.475795,0.987639,W
0.223650,0.650452,W
1.352749,0.355601,B
0.344692,0.570312,W
0.641470,0.911214,W
1.987457,0.160214,B
1.026159,0.069613,B
0.578003,0.431852,W
0.748963,0.239614,W
0.151428,0.789728,W
0.388574,0.523537,W
1.694292,0.091212,B
1.676526,0.366370,B
0.191916,0.119510,W
1.669164,0.756223,B
0.862596,0.010597,W
0.646401,0.660165,W
1.931109,0.675222,B
0.983007,0.290428,W
0.198995,0.290511,W
1.434241,0.089961,B
0.832442,0.817890,W
0.808044,0.460963,W
0.746147,0.228686,W
1.019591,0.374274,B
1.681764,0.961325,B
0.199293,0.939124,W
0.433312,0.883796,W
1.458112,0.106137,B
1.429747,0.411456,B
0.379836,0.025090,W
0.795267,0.413710,W
0.881595,0.757522,W
1.172334,0.298600,B
1.420588,0.634187,B
1.188363,0.849174,B
1.293102,0.583696,B
0.211937,0.229243,W
0.502274,0.955677,W
1.448097,0.315634,B
0.584852,0.917508,W
0.729687,0.100074,W
0.681720,0.978461,W
0.514142,0.286820,W
1.822076,0.428011,B
0.276229,0.847113,W
1.037394,0.321716,B
1.283690,0.816350,B
0.262510,0.459582,W
0.529085,0.438742,W
1.919181,0.978344,B
0.199567,0.325003,W
1.648495,0.774453,B
0.768091,0.504162,W
1.861180,0.444824,B
0.896266,0.965678,W
1.946821,0.106551,B
1.049202,0.251323,B
1.017919,0.310325,B
1.130089,0.010747,B
0.571264,0.168535,W
0.443444,0.912174,W
1.812600,0.578202,B
1.562674,0.124381,B
1.883024,0.698257,B
0.579828,0.325285,W
0.951205,0.794808,W
0.113702,0.553058,W
1.718096,0.369205,B
1.020393,0.385848,B
0.317801,0.925625,W
1.467903,0.976860,B
1.617728,0.877691,B
0.622394,0.475741,W
1.476411,0.965578,B
1.962510,0.553204,B
1.538435,0.329819,B
0.742750,0.399346,W
0.886847,0.944431,W
1.787068,0.795190,B
0.063436,0.544691,W
1.641315,0.290187,B
1.285346,0.800241,B
1.389445,0.444506,B
1.992303,0.369006,B
1.171001,0.037784,B
1.065690,0.836065,B
0.546805,0.281113,W
1.980451,0.020146,B
0.283532,0.509472,W
0.942074,0.166897,W
1.360719,0.519140,B
1.765493,0.916040,B
1.457917,0.659741,B
0.745967,0.831725,W
0.596258,0.753964,W
0.294547,0.120762,W
0.586100,0.042856,W
0.948213,0.282842,W
0.993105,0.449047,W
1.518218,0.615120,B
1.085491,0.423602,B
0.814386,0.786781,W
1.847069,0.733983,B
1.187347,0.762841,B
1.074270,0.861554,B
1.199065,0.177142,B
1.573582,0.434675,B
1.675193,0.184824,B
0.149554,0.809799,W
0.184366,0.655963,W
1.376957,0.171245,B
0.129217,0.855522,W
0.819310,0.575653,W
0.551933,0.734613,W
1.113353,0.834789,B
1.876319,0.252598,B
1.756707,0.966027,B
1.505535,0.740718,B
0.754306,0.519986,W
0.839920,0.369053,W
0.404450,0.979748,W
0.807743,0.609769,W
0.545767,0.306325,W
1.357561,0.406392,B
1.824393,0.753725,B
0.069578,0.274744,W
1.654701,0.045999,B
1.076451,0.998989,B
0.267430,0.894180,W
1.565940,0.728798,B
0.134693,0.936975,W
1.009333,0.946090,B
1.972792,0.007896,B
0.845120,0.377675,W
0.391689,0.139824,W
0.465685,0.157283,W
0.209723,0.218949,W
0.164872,0.304016,W
1.240347,0.878884,B
1.867959,0.671400,B
1.869975,0.289188,B
1.312710,0.860909,B
0.781107,0.172913,W
1.362221,0.452968,B
1.032280,0.735200,B
0.542099,0.339042,W
1.474842,0.145383,B
0.154994,0.105835,W
1.637059,0.817548,B
0.023225,0.480184,W
0.370115,0.755705,W
0.832208,0.079453,W
0.778673,0.834617,W
0.812968,0.214545,W
0.354390,0.407352,W
0.592636,0.469680,W
0.093150,0.177879,W
1.149576,0.463523,B
1.002059,0.353238,B
0.123613,0.333772,W
1.967582,0.334327,B
0.862057,0.980868,W
1.436810,0.848536,B
1.358716,0.659498,B
1.135181,0.179411,B
1.296374,0.097736,B
1.679562,0.626122,B
0.170265,0.965773,W
0.847015,0.721195,W
0.447038,0.737902,W
1.558838,0.335973,B
1.047321,0.909790,B
1.697638,0.915573,B
1.646510,0.535269,B
1.234431,0.589715,B
1.259330,0.458582,B
1.026994,0.491878,B
1.634190,0.236247,B
1.342382,0.860132,B
1.914675,0.771170,B
1.447051,0.795252,B
0.964938,0.712718,W
1.778245,0.304921,B
1.795114,0.286949,B
0.409508,0.173520,W
0.315740,0.793288,W
1.321526,0.136737,B
1.756862,0.418796,B
1.146445,0.066876,B
0.797060,0.805022,W
0.311577,0.116874,W
1.959785,0.968682,B
1.031816,0.655303,B
1.200007,0.187658,B
0.829149,0.693088,W
0.993513,0.029823,W
0.509490,0.565220,W
1.447658,0.212032,B
1.423123,0.246004,B
0.164829,0.326636,W
1.767174,0.982735,B
0.920296,0.687088,W
1.577582,0.128007,B
0.739823,0.297944,W
0.270963,0.826089,W
1.339868,0.472342,B
0.737686,0.196658,W
1.210399,0.986679,B
0.733303,0.888397,W
1.384374,0.252502,B
1.447389,0.211611,B
1.804302,0.096220,B
0.769599,0.398550,W
1.635362,0.628843,B
1.190523,0.983415,B
1.336634,0.891412,B
1.363015,0.228722,B
1.647660,0.983916,B
1.958977,0.630043,B
1.114889,0.059826,B
1.389511,0.485812,B
1.607192,0.094120,B
1.533776,0.228385,B
1.262541,0.206771,B
0.533421,0.898924,W
1.552956,0.638842,B
1.352873,0.576902,B
1.738588,0.979408,B
0.085206,0.623932,W
1.478665,0.238581,B
0.406541,0.825204,W
1.827796,0.264073,B
1.147322,0.346025,B
1.562187,0.800958,B
1.220996,0.696389,B
0.292404,0.473956,W
0.733187,0.139854,W
0.804822,0.745906,W
0.083501,0.234150,W
1.746673,0.475835,B
0.685756,0.545570,W
1.151340,0.949743,B
1.636611,0.239515,B
0.575287,0.256233,W
0.909865,0.653873,W
0.670521,0.921941,W
0.466168,0.958921,W
0.894225,0.076899,W
0.718325,0.444113,W
0.763229,0.489838,W
0.860657,0.254568,W
1.182019,0.352836,B
1.493656,0.030199,B
0.067206,0.777536,W
1.723646,0.156201,B
0.417623,0.228915,W
0.901781,0.061906,W
1.713979,0.008246,B
1.365580,0.788378,B
0.959527,0.508777,W
1.709145,0.269284,B
0.550948,0.008499,W
0.273690,0.521206,W
0.664984,0.525691,W
0.945455,0.655182,W
0.331178,0.237206,W
1.588290,0.942012,B
0.714665,0.136637,W
0.622915,0.407341,W
0.106618,0.260645,W
0.590176,0.176475,W
1.145905,0.560582,B
1.933711,0.694541,B
0.020045,0.842801,W
1.158739,0.471334,B
0.158336,0.350161,W
0.840699,0.079782,W
1.894171,0.927920,B
1.152338,0.161151,B
0.390998,0.076642,W
0.028984,0.117778,W
1.103628,0.679718,B
1.006341,0.427617,B
0.246303,0.913866,W
0.432085,0.355094,W
1.128279,0.800947,B
1.962302,0.104579,B
0.290555,0.690798,W
1.483078,0.784537,B
1.962331,0.926686,B
0.022038,0.485491,W
0.588824,0.431816,W
0.573709,0.881829,W
0.750441,0.107176,W
0.119581,0.892777,W
0.320525,0.171624,W
1.462810,0.386358,B
1.437133,0.230248,B
0.870056,0.935871,W
0.959923,0.810886,W
0.837611,0.205387,W
1.319809,0.265715,B
1.504224,0.251559,B
1.347202,0.673571,B
1.283371,0.744283,B
0.954872,0.137284,W
1.717526,0.381549,B
1.904687,0.016536,B
1.196129,0.489830,B
0.803806,0.813511,W
1.726750,0.421906,B
1.431169,0.362620,B
0.825033,0.438035,W
1.265542,0.400831,B
1.311608,0.134145,B
1.572821,0.544757,B
0.436640,0.833021,W
0.247136,0.072746,W
1.959699,0.024022,B
1.453752,0.097771,B
0.211610,0.785330,W
1.714057,0.307770,B
0.034911,0.361410,W
0.022995,0.677053,W
0.272442,0.098384,W
1.725408,0.542428,B
0.792595,0.363601,W
0.874693,0.417993,W
0.080367,0.094431,W
0.981667,0.133138,W
1.257823,0.564671,B
1.857680,0.334303,B
1.288172,0.751824,B
0.792699,0.077288,W
1.099686,0.960469,B
0.742222,0.915069,W
0.787427,0.440045,W
0.774064,0.726391,W
0.205101,0.696108,W
0.587631,0.406041,W
0.319657,0.942331,W
0.000678,0.930541,W
1.707700,0.675584,B
1.606982,0.035409,B
0.994562,0.585515,W
1.782893,0.586911,B
1.620216,0.869042,B
0.381333,0.351902,W
0.294611,0.914778,W
0.250592,0.093818,W
0.719057,0.154433,W
1.215458,0.723455,B
0.422017,0.429456,W
1.679048,0.094861,B
0.355867,0.735130,W
1.550067,0.845837,B
0.610328,0.107556,W
0.889088,0.648217,W
1.559176,0.914263,B
1.324072,0.823535,B
0.130790,0.857938,W
0.200592,0.842818,W
1.677658,0.576665,B
1.073497,0.356112,B
0.707811,0.682198,W
0.488199,0.378842,W
1.319462,0.175885,B
1.814592,0.179763,B
1.110664,0.689348,B
0.631230,0.644797,W
0.130309,0.311215,W
1.952354,0.515481,B
0.733978,0.930831,W
0.141964,0.614598,W
1.149076,0.666351,B
0.725482,0.491863,W
0.295381,0.384490,W
1.538445,0.676265,B
