x,y,color
0590247,0563055,W
0373429,0001751,W
1868638,1606842,W
0155095,0990457,W
1302460,0016860,B
0242246,0225824,W
0573983,0595698,W
0909647,1887987,B
0599974,0139147,W
0992671,1126081,B
1076646,1248199,W
0109008,1478970,B
0827086,1420101,B
0604851,1545583,B
1035154,0154902,B
0950292,1966912,B
1735134,1972155,W
1598044,0967673,B
0294738,1340019,B
0451765,1878967,B
0698745,1935221,B
1926374,0283544,B
1837612,1873346,W
0724540,1936509,B
0158593,1724442,B
1698620,1719903,W
1503195,1200573,W
0231659,1862959,B
1576442,1148407,W
0035575,0468932,W
0909628,1592341,B
1815776,0721251,B
0209848,1887195,B
0292292,0351846,W
0539185,0755048,W
1589753,1995081,W
0403083,1184119,B
1590445,1049817,W
0635482,1450109,B
0503160,1926605,B
0755286,0651591,W
1439233,1942699,W
0434857,0831246,W
0475064,0974487,W
1193979,1725800,W
1894169,0934168,B
0304616,0715489,W
0516011,1815124,B
1008821,1311499,W
0448641,1407169,B
0627373,0911390,W
0178345,0287872,W
1299934,1250353,W
1626584,1922765,W
1535841,1501946,W
1890351,0501640,B
0372884,1510505,B
0511091,1193887,B
0649684,0919445,W
0587925,0667126,W
0217390,0895620,W
1543569,1584967,W
1177579,1136829,W
0199773,1624355,B
0872252,1233485,B
0058514,0588324,W
0529915,1514920,B
1931861,0979591,B
1726142,1400075,W
1682780,0297011,B
1753072,0104150,B
0106432,1703456,B
1137163,1247377,W
0082468,0905092,W
0656696,1757582,B
0236374,1231542,B
0063446,1081592,B
1003329,0772783,B
0053447,1061568,B
0588069,0904158,W
0903802,1846503,B
1255257,0484524,B
1604438,0404454,B
0639031,1040064,B
1364224,1494353,W
1274155,1125386,W
1101591,1403948,W
0814484,0380011,W
1026969,1947394,W
1240161,1866212,W
0255983,0465188,W
0235145,1622899,B
1080249,0094215,B
1804176,0009485,B
1744069,0403553,B
1842586,0522876,B
0912945,0248787,W
1363455,0266052,B
1608143,0038235,B
0259451,0738516,W
1463154,1820241,W
1731187,1883249,W
1255186,1127076,W
0354209,0400859,W
0353057,1829411,B
1235225,1179679,W
0784898,0736374,W
1597390,0073799,B
1700772,0328284,B
0103342,0271346,W
0260901,0306016,W
1460469,0994443,B
1839225,0771172,B
1300057,1485984,W
0221798,0045176,W
1904594,1293572,W
1748578,0868092,B
1308908,1768610,W
0362693,1452277,B
0383425,1025961,B
0208702,0539624,W
1466665,1421821,W
1903720,0759563,B
1805892,0021759,B
0598057,0296084,W
1195977,0060186,B
0021494,0798447,W
0097931,0482105,W
0211172,1583686,B
1744790,1113368,W
1151392,0718075,B
0089152,0168820,W
1233530,1728752,W
0324380,1393810,B
1184436,1233095,W
0417029,1511433,B
1363627,1578700,W
1346365,1805743,W
1530628,0791204,B
1321141,1921134,W
0713871,0841335,W
0697846,1319439,B
0099607,1602609,B
0184487,0223278,W
0512023,1906104,B
1587016,0688042,B
0539167,1601984,B
0809720,0808230,W
0523554,1991170,B
0315060,1128822,B
0457908,1359713,B
0467916,1628065,B
1788100,0196957,B
1122718,0894425,B
0855293,0350675,W
0466360,0229840,W
1797553,1200155,W
0309716,0889900,W
1320492,0688028,B
0850629,1825114,B
1331298,1696710,W
0423443,1222641,B
1468566,1528934,W
1586421,1649010,W
1709107,1439990,W
0162997,0096501,W
1613237,1862570,W
1712110,0874920,B
1012988,1306023,W
0078992,1571999,B
1364968,1048842,W
1180100,0681575,B
1344665,0231118,B
0486057,1831812,B
1734746,0288928,B
0224164,1347486,B
1511214,0642632,B
0705662,1791614,B
0678675,0814636,W
0802686,0697151,W
1574936,0020999,B
1264993,1108879,W
0278069,0496261,W
1323961,0280542,B
1140671,1276286,W
1887300,1654941,W
1543834,0723961,B
0976494,1678812,B
0542045,1228536,B
0264695,1675755,B
0301488,0139699,W
0132746,1623576,B
1463128,0788902,B
1080708,0504717,B
0489558,1941063,B
1359547,0024667,B
1729620,1224632,W
1690566,1694557,W
0392618,0106598,W
1486242,1437079,W
0295263,1442389,B
0949451,0897103,W
0641225,1044504,B
1537227,0235357,B
1597777,0360090,B
1005352,1688471,W
1398341,1976112,W
1721936,0820020,B
0805840,1855770,B
1858027,1547832,W
1614588,0240507,B
0176985,0206299,W
0073174,1302934,B
0009080,1286821,B
0010809,0329938,W
0867586,0860216,W
0502199,0551581,W
1349853,1685601,W
0483872,0083857,W
0505068,0113934,W
1283813,1396783,W
1764445,1574758,W
1968867,0525659,B
1976418,1811915,W
0012416,1808903,B
1707427,0735569,B
1751163,0804861,B
1458310,1039483,W
1900609,0668274,B
0701865,1827527,B
0544062,0762800,W
0038571,0856512,W
0913196,1362399,B
0335169,0837382,W
1785787,0509881,B
0096870,0070466,W
0903257,1763651,B
0781504,1316174,B
0415022,0578020,W
1473251,1425800,W
0296794,0886908,W
0050502,1766186,B
0274246,0298526,W
1199008,1942214,W
