@relation train

@attribute x numeric
@attribute y numeric
@attribute color {W,B}

@data
0.590247,0.563055,W
0.373429,0.001751,W
1.868638,1.606842,W
0.155095,0.990457,W
1.30246,0.01686,B
0.242246,0.225824,W
0.573983,0.595698,W
0.909647,1.887987,B
0.599974,0.139147,W
0.992671,1.126081,B
1.076646,1.248199,W
0.109008,1.47897,B
0.827086,1.420101,B
0.604851,1.545583,B
1.035154,0.154902,B
0.950292,1.966912,B
1.735134,1.972155,W
1.598044,0.967673,B
0.294738,1.340019,B
0.451765,1.878967,B
0.698745,1.935221,B
1.926374,0.283544,B
1.837612,1.873346,W
0.72454,1.936509,B
0.158593,1.724442,B
1.69862,1.719903,W
1.503195,1.200573,W
0.231659,1.862959,B
1.576442,1.148407,W
0.035575,0.468932,W
0.909628,1.592341,B
1.815776,0.721251,B
0.209848,1.887195,B
0.292292,0.351846,W
0.539185,0.755048,W
1.589753,1.995081,W
0.403083,1.184119,B
1.590445,1.049817,W
0.635482,1.450109,B
0.50316,1.926605,B
0.755286,0.651591,W
1.439233,1.942699,W
0.434857,0.831246,W
0.475064,0.974487,W
1.193979,1.7258,W
1.894169,0.934168,B
0.304616,0.715489,W
0.516011,1.815124,B
1.008821,1.311499,W
0.448641,1.407169,B
0.627373,0.91139,W
0.178345,0.287872,W
1.299934,1.250353,W
1.626584,1.922765,W
1.535841,1.501946,W
1.890351,0.50164,B
0.372884,1.510505,B
0.511091,1.193887,B
0.649684,0.919445,W
0.587925,0.667126,W
0.21739,0.89562,W
1.543569,1.584967,W
1.177579,1.136829,W
0.199773,1.624355,B
0.872252,1.233485,B
0.058514,0.588324,W
0.529915,1.51492,B
1.931861,0.979591,B
1.726142,1.400075,W
1.68278,0.297011,B
1.753072,0.10415,B
0.106432,1.703456,B
1.137163,1.247377,W
0.082468,0.905092,W
0.656696,1.757582,B
0.236374,1.231542,B
0.063446,1.081592,B
1.003329,0.772783,B
0.053447,1.061568,B
0.588069,0.904158,W
0.903802,1.846503,B
1.255257,0.484524,B
1.604438,0.404454,B
0.639031,1.040064,B
1.364224,1.494353,W
1.274155,1.125386,W
1.101591,1.403948,W
0.814484,0.380011,W
1.026969,1.947394,W
1.240161,1.866212,W
0.255983,0.465188,W
0.235145,1.622899,B
1.080249,0.094215,B
1.804176,0.009485,B
1.744069,0.403553,B
1.842586,0.522876,B
0.912945,0.248787,W
1.363455,0.266052,B
1.608143,0.038235,B
0.259451,0.738516,W
1.463154,1.820241,W
1.731187,1.883249,W
1.255186,1.127076,W
0.354209,0.400859,W
0.353057,1.829411,B
1.235225,1.179679,W
0.784898,0.736374,W
1.59739,0.073799,B
1.700772,0.328284,B
0.103342,0.271346,W
0.260901,0.306016,W
1.460469,0.994443,B
1.839225,0.771172,B
1.300057,1.485984,W
0.221798,0.045176,W
1.904594,1.293572,W
1.748578,0.868092,B
1.308908,1.76861,W
0.362693,1.452277,B
0.383425,1.025961,B
0.208702,0.539624,W
1.466665,1.421821,W
1.90372,0.759563,B
1.805892,0.021759,B
0.598057,0.296084,W
1.195977,0.060186,B
0.021494,0.798447,W
0.097931,0.482105,W
0.211172,1.583686,B
1.74479,1.113368,W
1.151392,0.718075,B
0.089152,0.16882,W
1.23353,1.728752,W
0.32438,1.39381,B
1.184436,1.233095,W
0.417029,1.511433,B
1.363627,1.5787,W
1.346365,1.805743,W
1.530628,0.791204,B
1.321141,1.921134,W
0.713871,0.841335,W
0.697846,1.319439,B
0.099607,1.602609,B
0.184487,0.223278,W
0.512023,1.906104,B
1.587016,0.688042,B
0.539167,1.601984,B
0.80972,0.80823,W
0.523554,1.99117,B
0.31506,1.128822,B
0.457908,1.359713,B
0.467916,1.628065,B
1.7881,0.196957,B
1.122718,0.894425,B
0.855293,0.350675,W
0.46636,0.22984,W
1.797553,1.200155,W
0.309716,0.8899,W
1.320492,0.688028,B
0.850629,1.825114,B
1.331298,1.69671,W
0.423443,1.222641,B
1.468566,1.528934,W
1.586421,1.64901,W
1.709107,1.43999,W
0.162997,0.096501,W
1.613237,1.86257,W
1.71211,0.87492,B
1.012988,1.306023,W
0.078992,1.571999,B
1.364968,1.048842,W
1.1801,0.681575,B
1.344665,0.231118,B
0.486057,1.831812,B
1.734746,0.288928,B
0.224164,1.347486,B
1.511214,0.642632,B
0.705662,1.791614,B
0.678675,0.814636,W
0.802686,0.697151,W
1.574936,0.020999,B
1.264993,1.108879,W
0.278069,0.496261,W
1.323961,0.280542,B
1.140671,1.276286,W
1.8873,1.654941,W
1.543834,0.723961,B
0.976494,1.678812,B
0.542045,1.228536,B
0.264695,1.675755,B
0.301488,0.139699,W
0.132746,1.623576,B
1.463128,0.788902,B
1.080708,0.504717,B
0.489558,1.941063,B
1.359547,0.024667,B
1.72962,1.224632,W
1.690566,1.694557,W
0.392618,0.106598,W
1.486242,1.437079,W
0.295263,1.442389,B
